,startFrame,wallClock,gameClock,playerInPossessionId,playerInPossessionName,defenderId,defenderName
433,132865,1599963776370,2610.88,442474,A. Winn,201651,J. Mulraney
434,132888,1599963777290,2611.8,442474,A. Winn,426771,G. Bello
435,132932,1599963779050,2613.56,442474,A. Winn,426771,G. Bello
436,132939,1599963779330,2613.84,442474,A. Winn,201651,J. Mulraney
437,133585,1599963805170,2639.68,442474,A. Winn,201651,J. Mulraney
438,134133,1599963827090,2661.6,230802,D. Jones,426771,G. Bello
439,134156,1599963828010,2662.52,230802,D. Jones,201651,J. Mulraney
440,134728,1599963850890,2685.4,204328,D. Rios,158536,A. Walkes
441,135087,1599963865250,2699.76,41551,J. Larentowicz,204328,D. Rios
442,135297,1599963873650,2708.16,193891,F. Escobar,221255,T. Washington
443,135472,1599963880650,2715.16,204328,D. Rios,241500,M. Robinson
444,135485,1599963881170,2715.68,204328,D. Rios,158536,A. Walkes
445,136403,1599963917890,2752.4,243891,Tah Anunga,194102,E. Remedi
446,136411,1599963918210,2752.72,243891,Tah Anunga,234618,J. Gallagher
447,136786,1599963933210,2767.72,442474,A. Winn,231969,E. Barco
448,137210,1599963950170,2784.68,221255,T. Washington,193891,F. Escobar
449,137345,1599963955570,2790.08,99117,A. Godoy,234618,J. Gallagher
450,137347,1599963955650,2790.16,99117,A. Godoy,41551,J. Larentowicz
451,137504,1599963961930,2796.44,204328,D. Rios,241500,M. Robinson
452,137566,1599963964410,2798.92,204328,D. Rios,41551,J. Larentowicz
453,137645,1599963967570,2802.08,204328,D. Rios,193891,F. Escobar
454,137739,1599963971330,2805.84,230802,D. Jones,158536,A. Walkes
455,137755,1599963971970,2806.48,230802,D. Jones,241500,M. Robinson
456,137772,1599963972650,2807.16,230802,D. Jones,193891,F. Escobar
457,137839,1599963975330,2809.84,230802,D. Jones,41551,J. Larentowicz
458,138067,1599963984450,2818.96,194102,E. Remedi,99117,A. Godoy
459,138206,1599963990010,2824.52,201651,J. Mulraney,442474,A. Winn
460,138515,1599964002370,2836.88,231969,E. Barco,442474,A. Winn
461,138556,1599964004010,2838.52,101772,E. Torres,479525,A. Johnston
462,138573,1599964004690,2839.2,101772,E. Torres,442474,A. Winn
463,138633,1599964007090,2841.6,231969,E. Barco,243891,Tah Anunga
464,138778,1599964012890,2847.4,231969,E. Barco,243891,Tah Anunga
